Document Title,Authors,Author Affiliations,Publication Title,Publication Year,Venue Key,Venue Rank,IC Domain,Abstract,DOI,PDF Link,Source URL,IEEE Article Number,Quality Score,Collection Method,Download Status,Article Citation Count
A low-power real-time hidden Markov model accelerator for gesture user interface on wearable devices,Seongrim Choi; Jaemin Hwang; Suhwan Cho; Ara Kim; Byeong-Gyu Nam,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,RF/mmWave & Wireline,,10.1109/asscc.2016.7844185,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844185,https://doi.org/10.1109/asscc.2016.7844185,7844185,88.2,crossref_venue_year:2016,publisher_pdf_requires_session,4
A model predictive control equalization transmitter for asymmetric interfaces in 28nm FDSOI,Taehwan Kim; Pavan Bhargava; Vladimir Stojanovic,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,RF/mmWave & Wireline,,10.1109/asscc.2016.7844179,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844179,https://doi.org/10.1109/asscc.2016.7844179,7844179,98.1,crossref_venue_year:2016,publisher_pdf_requires_session,2
A piezoelectric vibration energy harvesting system with improved power extraction capability,Yin-Jyun Hu; I-Chou Chen; Tsung-Heng Tsai,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,Power Management,,10.1109/asscc.2016.7844196,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844196,https://doi.org/10.1109/asscc.2016.7844196,7844196,88.6,crossref_venue_year:2016,publisher_pdf_requires_session,16
A series-SSHI-Phi interface circuit for piezoelectric energy harvesting with 163% improvement in extracted power at off-resonance,Chi-Huan Chen; Hung-Chen Chen; Yu-Shyang Huang; Ping-Hsuan Hsieh; Ping-Hsien Wu; Yi-Chung Shu,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,RF/mmWave & Wireline,,10.1109/asscc.2016.7844127,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844127,https://doi.org/10.1109/asscc.2016.7844127,7844127,88.5,crossref_venue_year:2016,publisher_pdf_requires_session,12
"A single-event upset robust, 2.2 GHz to 3.2 GHz, 345 fs jitter PLL with triple-modular redundant phase detector in 65 nm CMOS",Jeffrey Prinzie; Michiel Steyaert; Paul Leroux; Jorgen Christiansen; Paulo Moreira,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,Clocking & Frequency Generation,,10.1109/asscc.2016.7844191,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844191,https://doi.org/10.1109/asscc.2016.7844191,7844191,99,crossref_venue_year:2016,publisher_pdf_requires_session,25
A single-inductor dual-input dual-output (SIDIDO) power management with sequential pulse-skip modulation for battery/PV hybrid systems,Hui-Hsuan Lee; Po-Hung Chen,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,Power Management,,10.1109/asscc.2016.7844193,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844193,https://doi.org/10.1109/asscc.2016.7844193,7844193,88.5,crossref_venue_year:2016,publisher_pdf_requires_session,13
A technique for in-band phase noise reduction in fractional-N frequency synthesizers,Chun-Ping Wang; Tai-Cheng Lee,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,Clocking & Frequency Generation,,10.1109/asscc.2016.7844188,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844188,https://doi.org/10.1109/asscc.2016.7844188,7844188,88,crossref_venue_year:2016,publisher_pdf_requires_session,1
A time delay multiple integration linear CMOS image sensor for multispectral satellite telemetry,Kuan-Lin Liu; Chih-Cheng Hsieh; Sheng-Yeh Lai; Chin-Fong Chiu,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,"Biomedical, Sensor & Imaging IC",,10.1109/asscc.2016.7844129,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844129,https://doi.org/10.1109/asscc.2016.7844129,7844129,98.1,crossref_venue_year:2016,publisher_pdf_requires_session,3
All-digital single-inductor multiple-output DC-DC converter with over 65.3% efficiency in 1 uW to 50 mW load range and 86.3% peak efficiency,Manabu Yamada; Nam Binh Tran; Takayuki Miyazaki; Yoshiaki Yoshihara; Ryuichi Fujimoto,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,Power Management,,10.1109/asscc.2016.7844173,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844173,https://doi.org/10.1109/asscc.2016.7844173,7844173,88.1,crossref_venue_year:2016,publisher_pdf_requires_session,2
All-synthesizable 6Gbps voltage-mode transmitter for serial link,Young-Ho Choi; Kihwan Seong; Byungsub Kim; Jae-Yoon Sim; Hong-June Park,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,RF/mmWave & Wireline,,10.1109/asscc.2016.7844181,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844181,https://doi.org/10.1109/asscc.2016.7844181,7844181,88,crossref_venue_year:2016,publisher_pdf_requires_session,1
An 8-bit 1.25GS/s CMOS IF-sampling ADC with background calibration for dynamic distortion,Si Chen; Boris Murmann,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,Analog & Mixed-Signal,,10.1109/asscc.2016.7844137,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844137,https://doi.org/10.1109/asscc.2016.7844137,7844137,88.3,crossref_venue_year:2016,publisher_pdf_requires_session,8
"An 8-bit, 16 input, 3.2 pJ/op switched-capacitor dot product circuit in 28-nm FDSOI CMOS",Daniel Bankman; Boris Murmann,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,General IC,,10.1109/asscc.2016.7844125,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844125,https://doi.org/10.1109/asscc.2016.7844125,7844125,99.4,crossref_venue_year:2016,publisher_pdf_requires_session,36
An EEG-NIRS ear-module SoC for wearable drowsiness monitoring system,Unsoo Ha; Hoi-Jun Yoo,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,Digital IC & Architecture,,10.1109/asscc.2016.7844168,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844168,https://doi.org/10.1109/asscc.2016.7844168,7844168,88.5,crossref_venue_year:2016,publisher_pdf_requires_session,12
An LO-buffer-less 60-GHz CMOS transmitter with oscillator pulling mitigation,Rui Wu; Jian Pang; Yuuki Seo; Kento Kimura; Seitaro Kawai; Shinji Sato; Satoshi Kondo; Tomohiro Ueno; Nurul Fajri; Yasuaki Takeuchi; Tatsuya Yamaguchi; Ahmed Musa; Masaya Miyahara; Kenichi Okada; Akira Matsuzawa,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,RF/mmWave & Wireline,,10.1109/asscc.2016.7844147,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844147,https://doi.org/10.1109/asscc.2016.7844147,7844147,88.2,crossref_venue_year:2016,publisher_pdf_requires_session,5
An OTA-C signal processing FPAA with 305 MHz GBW and integrated frequency-independent filter tuning,Daniel De Dorigo; Yiannos Manoli,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,Analog & Mixed-Signal,,10.1109/asscc.2016.7844135,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844135,https://doi.org/10.1109/asscc.2016.7844135,7844135,88,crossref_venue_year:2016,publisher_pdf_requires_session,0
An area efficient single-cycle xV DD sub-V th on-chip boost scheme in 28 nm FD-SOI,Babak Mohammadi; Oskar Andersson; Xiao Luo; Masoud Nouripayam; Joachim Neves Rodrigues,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,Power Management,,10.1109/asscc.2016.7844177,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844177,https://doi.org/10.1109/asscc.2016.7844177,7844177,88,crossref_venue_year:2016,publisher_pdf_requires_session,0
An area-efficient wideband CMOS hall sensor system for camera autofocus systems,Chih-Chan Tu; Kuan-Chung Chen; Tsung-Yu Wu; Tsung-Hsien Lin,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,General IC,,10.1109/asscc.2016.7844128,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844128,https://doi.org/10.1109/asscc.2016.7844128,7844128,98.1,crossref_venue_year:2016,publisher_pdf_requires_session,2
An improved 40 Gb/s CDR with jitter-suppression filters and phase-compensating interpolators,Xuqiang Zheng; Chun Zhang; Shuai Yuan; Feng Zhao; Shigang Yue; Ziqiang Wang; Fule Li; Zhihua Wang,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,Analog & Mixed-Signal,,10.1109/asscc.2016.7844141,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844141,https://doi.org/10.1109/asscc.2016.7844141,7844141,88.2,crossref_venue_year:2016,publisher_pdf_requires_session,5
An inductive-coupling bus with collision detection scheme using magnetic field variation for 3-D network-on-chips,Junichiro Kadomoto; Tomoki Miyata; Hideharu Amano; Tadahiro Kuroda,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,General IC,,10.1109/asscc.2016.7844130,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844130,https://doi.org/10.1109/asscc.2016.7844130,7844130,108.3,crossref_venue_year:2016,publisher_pdf_requires_session,7
An integrated CMOS optical sensing chip for multiple bio-signal detections,Albert Yen-Chih Chiou; Sung-En Hsieh; Yan-Quan Pan; Chia-Chi Kuo; Chih-Cheng Hsieh,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,General IC,,10.1109/asscc.2016.7844169,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844169,https://doi.org/10.1109/asscc.2016.7844169,7844169,108.3,crossref_venue_year:2016,publisher_pdf_requires_session,7
An isolated PoR based pulse generator for TEG energy harvesting with minimum startup of 150 mV and maximum series resistance of 600 Ω,Abhik Das; Yuan Gao; Tony T. Kim,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,Power Management,,10.1109/asscc.2016.7844194,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844194,https://doi.org/10.1109/asscc.2016.7844194,7844194,88.1,crossref_venue_year:2016,publisher_pdf_requires_session,2
Area-efficient one-cycle correction scheme for timing errors in flip-flop based pipelines,Jongeun Koo; Eunwoo Song; Eunhyeok Park; Dongyoung Kim; Junki Park; Sungju Ryu; Sungjoo Yoo; Jae-Joon Kim,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,General IC,,10.1109/asscc.2016.7844154,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844154,https://doi.org/10.1109/asscc.2016.7844154,7844154,88.1,crossref_venue_year:2016,publisher_pdf_requires_session,2
Asian Chapter Chairs Meeting at A-SSCC-2015 [Chapters],Stefan Rusu,Chapter Arts Centre,IEEE Solid-State Circuits Magazine,2016,ASSCC,A,Digital IC & Architecture,Presents recent SSCS society chapter news.,10.1109/mssc.2016.2546579,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=2546579,https://doi.org/10.1109/mssc.2016.2546579,2546579,88,venue_year_search:2016,publisher_pdf_requires_session,0
Committees,,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,General IC,,10.1109/asscc.2016.7844211,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844211,https://doi.org/10.1109/asscc.2016.7844211,7844211,88,crossref_venue_year:2016,publisher_pdf_requires_session,0
Design challenge in 3D NAND technology: A 4.8X area- and 1.3X power-efficient 20V charge pump using tier capacitors,T. Tanzawa; T. Murakoshi; T. Kamijo; T. Tanaka; J. J. McNeil; K. Duesman,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,Memory & Compute-in-Memory,,10.1109/asscc.2016.7844161,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844161,https://doi.org/10.1109/asscc.2016.7844161,7844161,88.6,crossref_venue_year:2016,publisher_pdf_requires_session,14
Design of non-contact 2Gb/s I/O test methods for high bandwidth memory (HBM),Hyunui Lee; Sukyong Kang; Hye-Seung Yu; Won-Joo Yun; Jae-Hun Jung; Sungoh Ahn; Wang-Soo Kim; Beomyong Kil; Yoo-Chang Sung; Sang-Hoon Shin; Yong-Sik Park; Yong-Hwan Kim; Kyung-Woo Nam; Indal Song; Kyomin Sohn; Yong-Cheol Bae; Jung-Hwan Choi; Seong-Jin Jang; Gyo-Young Jin,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,Memory & Compute-in-Memory,,10.1109/asscc.2016.7844162,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844162,https://doi.org/10.1109/asscc.2016.7844162,7844162,98.1,crossref_venue_year:2016,publisher_pdf_requires_session,3
Fractional-N DPLL based low power clocking architecture for 1–14 Gb/s multi-standard transmitter,Masum Hossain; Amlan Nag; Waleed El-Halwagy; A K M Delwar Hossain; Aurangozeb,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,RF/mmWave & Wireline,,10.1109/asscc.2016.7844142,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844142,https://doi.org/10.1109/asscc.2016.7844142,7844142,88,crossref_venue_year:2016,publisher_pdf_requires_session,1
Highly linear TIA for SAW-less FDD receivers,Giacomo Pini; Danilo Manstretta; Rinaldo Castello,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,RF/mmWave & Wireline,,10.1109/asscc.2016.7844149,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844149,https://doi.org/10.1109/asscc.2016.7844149,7844149,88.3,crossref_venue_year:2016,publisher_pdf_requires_session,8
Introduction to the Special Section on the 2015 IEEE Asian Solid-State Circuits Conference (A-SSCC),Makoto Ikeda; Noriyuki Miura,The University of Tokyo; Kobe University,IEEE Journal of Solid-State Circuits,2016,ASSCC,A,Digital IC & Architecture,"This section of the IEEE Journal of Solid-State Circuits ( JSSC ) includes the best papers selected from the 2015 IEEE Asian Solid-State Circuits Conference (A-SSCC), which was held in Xia’men, China, on November 9–11, 2015. The conference follows an annual rotation program among China, Japan, Korea, and Taiwan. A-SSCC is one of the four conferences fully sponsored by the IEEE Solid-State Circuits Society.",10.1109/jssc.2016.2600767,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=2600767,https://doi.org/10.1109/jssc.2016.2600767,2600767,88,venue_year_search:2016,publisher_pdf_requires_session,0
Lossless inductor current control in envelope tracking supply modulator with self-allocation of energy for optimzation of efficiency and EVM,Shang-Hsien Yang; Ke-Horng Chen; Chin-Long Wey; Ying-Hsi Lin; Jian-Ru Lin; Tsung-Yen Tsai,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,General IC,,10.1109/asscc.2016.7844190,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844190,https://doi.org/10.1109/asscc.2016.7844190,7844190,88.2,crossref_venue_year:2016,publisher_pdf_requires_session,4
Low power FSK transceiver using ADPLL with direct modulation and integrated SPDT for BLE application,Dongsoo Lee; SeongJin Oh; SungJin Kim; CheolHo Lee; ChangHun Song; Jungyeon Kim; WooSeob Kim; Hongjin Kim; Sang-Sun Yoo; Sukkyun Hong; Jeong-Woo Lee; YoungGun Pu; Kang-Yoon Lee,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,RF/mmWave & Wireline,,10.1109/asscc.2016.7844148,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844148,https://doi.org/10.1109/asscc.2016.7844148,7844148,88.2,crossref_venue_year:2016,publisher_pdf_requires_session,6
Multiple-loop design technique for high-performance low dropout regulator,Quoc-Hoang Duong; Jeong-Woon Kong; Hyeon-Seok Shin; Huy-Hieu Nguyen; Pan-Jong Kim; Yu-Seok Ko; Hwa-Yeoul Yu; Ho-Jin Park,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,RF/mmWave & Wireline,,10.1109/asscc.2016.7844174,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844174,https://doi.org/10.1109/asscc.2016.7844174,7844174,88.2,crossref_venue_year:2016,publisher_pdf_requires_session,5
On-chip supply power measurement and waveform reconstruction in a 28nm FD-SOI processor SoC,Martin Cochet; Alberto Puggelli; Ben Keller; Brian Zimmer; Milovan Blagojevic; Sylvain Clerc; Philippe Roche; Jean-Luc Autran; Borivoje Nikolic,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,Digital IC & Architecture,,10.1109/asscc.2016.7844151,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844151,https://doi.org/10.1109/asscc.2016.7844151,7844151,98.1,crossref_venue_year:2016,publisher_pdf_requires_session,2
Panel discussions: AI (Artificial Intelligence) and SoC,,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,Digital IC & Architecture,,10.1109/asscc.2016.7844214,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844214,https://doi.org/10.1109/asscc.2016.7844214,7844214,88,crossref_venue_year:2016,publisher_pdf_requires_session,0
"Reconfigurable, conditional pre-charge SRAM: Lowering read power by leveraging data statistics",Chuhong Duan; Andreas Gotterba; Mahmut E. Sinangil; Anantha P. Chandrakasan,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,Memory & Compute-in-Memory,,10.1109/asscc.2016.7844164,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844164,https://doi.org/10.1109/asscc.2016.7844164,7844164,88,crossref_venue_year:2016,publisher_pdf_requires_session,1
Reprogrammable redundancy for cache V min reduction in a 28nm RISC-V processor,Brian Zimmer; Pi-Feng Chiu; Borivoje Nikolic; Krste Asanovic,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,Digital IC & Architecture,,10.1109/asscc.2016.7844150,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844150,https://doi.org/10.1109/asscc.2016.7844150,7844150,98.1,crossref_venue_year:2016,publisher_pdf_requires_session,3
Time-domain neural network: A 48.5 TSOp/s/W neuromorphic chip optimized for deep learning and CMOS technology,Daisuke Miyashita; Shouhei Kousai; Tomoya Suzuki; Jun Deguchi,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,General IC,,10.1109/asscc.2016.7844126,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844126,https://doi.org/10.1109/asscc.2016.7844126,7844126,108.7,crossref_venue_year:2016,publisher_pdf_requires_session,18
Transformer-based varactor-less 96GHz–110GHz VCO and 89GHz–101GHz QVCO in 65nm CMOS,Xiaolong Liu; Chixiao Chen; Junyan Ren; Howard C. Luong,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,Clocking & Frequency Generation,,10.1109/asscc.2016.7844209,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844209,https://doi.org/10.1109/asscc.2016.7844209,7844209,88.4,crossref_venue_year:2016,publisher_pdf_requires_session,10
Triple-mode photovoltaic power management: Achieving high efficiency against harvesting and load variability,Jiangyi Li; Jae-sun Seo; Ioannis Kymissis; Mingoo Seok,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,Power Management,,10.1109/asscc.2016.7844192,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844192,https://doi.org/10.1109/asscc.2016.7844192,7844192,88,crossref_venue_year:2016,publisher_pdf_requires_session,1
Ultra-low voltage ripple in DC-DC boost converter by the pumping capacitor and wire inductance technique,Chen-Fan Tang; Ke-Horng Chen; Chin-Long Wey; Ying-Hsi Lin; Jian-Ru Lin; Tsung-Yen Tsai,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,Power Management,,10.1109/asscc.2016.7844195,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844195,https://doi.org/10.1109/asscc.2016.7844195,7844195,98.1,crossref_venue_year:2016,publisher_pdf_requires_session,3
Welcome message,,,2016 IEEE Asian Solid-State Circuits Conference (A-SSCC),2016,ASSCC,A,General IC,,10.1109/asscc.2016.7844216,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844216,https://doi.org/10.1109/asscc.2016.7844216,7844216,88,crossref_venue_year:2016,publisher_pdf_requires_session,0
0.5 and 1.5 THz monolithic imagers in a 65 nm CMOS adopting a VCO-based signal processing,Suna Kim; Kyoung-Yong Choi; Dae-Woong Park; Joo-Myoung Kim; Seok-Kyun Han; Sang-Gug Lee,,2017 IEEE Asian Solid-State Circuits Conference (A-SSCC),2017,ASSCC,A,Clocking & Frequency Generation,,10.1109/asscc.2017.8240238,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8240238,https://doi.org/10.1109/asscc.2017.8240238,8240238,88.6,crossref_venue_year:2017,publisher_pdf_requires_session,7
14nm Broadwell Xeon® processor family: Design methodologies and optimizations,Mahesh K Kumashikar; Shridhar G Bendi; Srikanth Nimmagadda; Anup J Deka; Anil Agarwal,,2017 IEEE Asian Solid-State Circuits Conference (A-SSCC),2017,ASSCC,A,Digital IC & Architecture,,10.1109/asscc.2017.8240205,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8240205,https://doi.org/10.1109/asscc.2017.8240205,8240205,88.6,crossref_venue_year:2017,publisher_pdf_requires_session,7
"25 fJ/bit, 5Mb/s, 0.3 V true random number generator with capacitively-coupled chaos system and dual-edge sampling scheme",Anh Tuan Do; Xin Liu,,2017 IEEE Asian Solid-State Circuits Conference (A-SSCC),2017,ASSCC,A,General IC,,10.1109/asscc.2017.8240216,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8240216,https://doi.org/10.1109/asscc.2017.8240216,8240216,88.6,crossref_venue_year:2017,publisher_pdf_requires_session,5
